,tweet_id,name,stadge_of_dog,rating_numerator,rating_denominator,rate
0,890240255349198849,Cassie,doggo,14.0,10.0,14.0
1,884162670584377345,Yogi,doggo,12.0,10.0,12.0
2,872967104147763200,None,doggo,12.0,10.0,12.0
3,871515927908634625,Napolean,doggo,12.0,10.0,12.0
4,871102520638267392,None,doggo,14.0,10.0,14.0
5,869596645499047938,Scout,doggo,12.0,10.0,12.0
6,858843525470990336,None,doggo,13.0,10.0,13.0
7,855851453814013952,None,doggo,13.0,10.0,13.0
8,854010172552949760,None,doggo,11.0,10.0,11.0
9,851953902622658560,Astrid,doggo,13.0,10.0,13.0
10,846514051647705089,Barney,doggo,13.0,10.0,13.0
11,845397057150107648,Mimosa,doggo,13.0,10.0,13.0
12,836753516572119041,Meera,doggo,12.0,10.0,12.0
13,834574053763584002,None,doggo,13.0,10.0,13.0
14,834089966724603904,None,doggo,10.0,10.0,10.0
15,832998151111966721,Rhino,doggo,13.0,10.0,13.0
16,832273440279240704,Smiley,doggo,14.0,10.0,14.0
17,832032802820481025,Miguel,doggo,12.0,10.0,12.0
18,831939777352105988,Emanuel,doggo,12.0,10.0,12.0
19,831322785565769729,Pete,doggo,12.0,10.0,12.0
20,829878982036299777,Loki,doggo,12.0,10.0,12.0
21,829449946868879360,None,doggo,11.0,10.0,11.0
22,829374341691346946,Astrid,doggo,13.0,10.0,13.0
23,828381636999917570,Doobert,doggo,14.0,10.0,14.0
24,826958653328592898,Loki,doggo,12.0,10.0,12.0
25,826848821049180160,Cupid,doggo,13.0,10.0,13.0
26,826476773533745153,Pilot,doggo,12.0,10.0,12.0
27,826204788643753985,None,doggo,13.0,10.0,13.0
28,821765923262631936,Duchess,doggo,13.0,10.0,13.0
29,821421320206483457,Sampson,doggo,12.0,10.0,12.0
30,821407182352777218,Sundance,doggo,14.0,10.0,14.0
31,821107785811234820,None,doggo,11.0,10.0,11.0
32,819924195358416896,None,doggo,11.0,10.0,11.0
33,819015337530290176,Bo,doggo,14.0,10.0,14.0
34,819015331746349057,Sunny,doggo,14.0,10.0,14.0
35,819006400881917954,Sunny,doggo,14.0,10.0,14.0
36,819004803107983360,Bo,doggo,14.0,10.0,14.0
37,817777686764523521,Dido,doggo,13.0,10.0,13.0
38,813910438903693312,Chubbs,doggo,11.0,10.0,11.0
39,813202720496779264,None,doggo,11.0,10.0,11.0
40,813127251579564032,None,doggo,11.0,10.0,11.0
41,813096984823349248,Rocky,doggo,11.0,10.0,11.0
42,808106460588765185,None,doggo,12.0,10.0,12.0
43,802265048156610565,None,doggo,11.0,10.0,11.0
44,801127390143516673,Anakin,doggo,11.0,10.0,11.0
45,801115127852503040,Bones,doggo,12.0,10.0,12.0
46,800018252395122689,None,doggo,11.0,10.0,11.0
47,799757965289017345,Sobe,doggo,13.0,10.0,13.0
48,796484825502875648,None,doggo,12.0,10.0,12.0
49,795464331001561088,None,doggo,13.0,10.0,13.0
50,786363235746385920,Rizzo,doggo,13.0,10.0,13.0
51,785639753186217984,Pinot,doggo,10.0,10.0,10.0
52,782747134529531904,Deacon,doggo,11.0,10.0,11.0
53,782305867769217024,Sampson,doggo,12.0,10.0,12.0
54,781655249211752448,Combo,doggo,11.0,10.0,11.0
55,781308096455073793,None,doggo,12.0,10.0,12.0
56,780074436359819264,None,doggo,10.0,10.0,10.0
57,777953400541634568,Gerald,doggo,8.0,10.0,8.0
58,775898661951791106,None,doggo,12.0,10.0,12.0
59,775733305207554048,Anakin,doggo,11.0,10.0,11.0
60,775364825476165632,Finley,doggo,11.0,10.0,11.0
61,771908950375665664,None,doggo,13.0,10.0,13.0
62,770743923962707968,None,doggo,13.0,10.0,13.0
63,770093767776997377,just,doggo,12.0,10.0,12.0
64,768193404517830656,Gerald,doggo,8.0,10.0,8.0
65,767191397493538821,None,doggo,13.0,10.0,13.0
66,760893934457552897,Wishes,doggo,11.0,10.0,11.0
67,760521673607086080,None,doggo,12.0,10.0,12.0
68,759793422261743616,Maggie,doggo,12.0,10.0,12.0
69,758828659922702336,None,doggo,13.0,10.0,13.0
70,757393109802180609,None,doggo,10.0,10.0,10.0
71,756526248105566208,None,doggo,13.0,10.0,13.0
72,755206590534418437,one,doggo,14.0,10.0,14.0
73,752682090207055872,None,doggo,10.0,10.0,10.0
74,752660715232722944,None,doggo,10.0,10.0,10.0
75,752334515931054080,None,doggo,8.0,10.0,8.0
76,751583847268179968,None,doggo,5.0,10.0,5.0
77,750011400160841729,Piper,doggo,11.0,10.0,11.0
78,749075273010798592,Boomer,doggo,11.0,10.0,11.0
79,748932637671223296,Divine,doggo,13.0,10.0,13.0
80,748692773788876800,his,doggo,10.0,10.0,10.0
81,745433870967832576,Lenox,doggo,10.0,10.0,10.0
82,744234799360020481,None,doggo,13.0,10.0,13.0
83,742534281772302336,None,doggo,11.0,10.0,11.0
84,741067306818797568,just,doggo,12.0,10.0,12.0
85,739623569819336705,None,doggo,12.0,10.0,12.0
86,739238157791694849,None,doggo,13.0,10.0,13.0
87,735256018284875776,Kellogg,doggo,8.0,10.0,8.0
88,733109485275860992,None,doggo,12.0,10.0,12.0
89,732375214819057664,Kyle,doggo,11.0,10.0,11.0
90,727644517743104000,None,doggo,13.0,10.0,13.0
91,724771698126512129,None,doggo,11.0,10.0,11.0
92,719991154352222208,None,doggo,10.0,10.0,10.0
93,716080869887381504,None,doggo,11.0,10.0,11.0
94,883360690899218434,Grizzwald,floofer,13.0,10.0,13.0
95,854010172552949760,None,floofer,11.0,10.0,11.0
96,800388270626521089,Doc,floofer,12.0,10.0,12.0
97,776218204058357768,None,floofer,13.0,10.0,13.0
98,749317047558017024,Blu,floofer,12.0,10.0,12.0
99,746542875601690625,None,floofer,11.0,10.0,11.0
100,737445876994609152,None,floofer,13.0,10.0,13.0
101,733822306246479872,Moose,floofer,10.0,10.0,10.0
102,689993469801164801,None,floofer,12.0,10.0,12.0
103,685307451701334016,Petrick,floofer,11.0,10.0,11.0
104,886366144734445568,Roscoe,pupper,12.0,10.0,12.0
105,882762694511734784,Gus,pupper,12.0,10.0,12.0
106,881536004380872706,None,pupper,14.0,10.0,14.0
107,877611172832227328,None,pupper,14.0,10.0,14.0
108,876838120628539392,Ginger,pupper,12.0,10.0,12.0
109,874296783580663808,Jed,pupper,13.0,10.0,13.0
110,873337748698140672,Sierra,pupper,12.0,10.0,12.0
111,873213775632977920,Sierra,pupper,12.0,10.0,12.0
112,871762521631449091,Rover,pupper,12.0,10.0,12.0
113,866816280283807744,Jamesy,pupper,13.0,10.0,13.0
114,866450705531457537,Jamesy,pupper,13.0,10.0,13.0
115,866094527597207552,None,pupper,12.0,10.0,12.0
116,854120357044912130,None,pupper,14.0,10.0,14.0
117,850019790995546112,Boomer,pupper,12.0,10.0,12.0
118,849668094696017920,Gidget,pupper,12.0,10.0,12.0
119,845306882940190720,Pickles,pupper,12.0,10.0,12.0
120,839290600511926273,None,pupper,10.0,10.0,10.0
121,837820167694528512,None,pupper,12.0,10.0,12.0
122,837110210464448512,Clark,pupper,13.0,10.0,13.0
123,836380477523124226,Ava,pupper,12.0,10.0,12.0
124,833124694597443584,Gidget,pupper,12.0,10.0,12.0
125,831315979191906304,None,pupper,13.0,10.0,13.0
126,827933404142436356,Kona,pupper,12.0,10.0,12.0
127,824325613288833024,None,pupper,13.0,10.0,13.0
128,822462944365645825,Gabe,pupper,14.0,10.0,14.0
129,819238181065359361,None,pupper,10.0,10.0,10.0
130,818588835076603904,Chelsea,pupper,11.0,10.0,11.0
131,817777686764523521,Dido,pupper,13.0,10.0,13.0
132,817502432452313088,Herschel,pupper,7.0,10.0,7.0
133,817181837579653120,None,pupper,13.0,10.0,13.0
134,815966073409433600,None,pupper,13.0,10.0,13.0
135,814986499976527872,Cooper,pupper,11.0,10.0,11.0
136,811386762094317568,Craig,pupper,11.0,10.0,11.0
137,808733504066486276,None,pupper,12.0,10.0,12.0
138,808106460588765185,None,pupper,12.0,10.0,12.0
139,807621403335917568,Ollie,pupper,14.0,10.0,14.0
140,803638050916102144,None,pupper,13.0,10.0,13.0
141,802265048156610565,None,pupper,11.0,10.0,11.0
142,801115127852503040,Bones,pupper,12.0,10.0,12.0
143,800459316964663297,None,pupper,12.0,10.0,12.0
144,800443802682937345,Sampson,pupper,11.0,10.0,11.0
145,800188575492947969,Bo,pupper,11.0,10.0,11.0
146,798705661114773508,Baloo,pupper,11.0,10.0,11.0
147,798682547630837760,None,pupper,8.0,10.0,8.0
148,797971864723324932,None,pupper,12.0,10.0,12.0
149,794205286408003585,Laika,pupper,14.0,10.0,14.0
150,791821351946420224,None,pupper,13.0,10.0,13.0
151,789903600034189313,Ralphy,pupper,13.0,10.0,13.0
152,788552643979468800,mad,pupper,13.0,10.0,13.0
153,785639753186217984,Pinot,pupper,10.0,10.0,10.0
154,781308096455073793,None,pupper,12.0,10.0,12.0
155,779377524342161408,None,pupper,12.0,10.0,12.0
156,778039087836069888,None,pupper,12.0,10.0,12.0
157,778027034220126208,Sophie,pupper,,10.0,
158,776819012571455488,None,pupper,13.0,10.0,13.0
159,776477788987613185,Huck,pupper,11.0,10.0,11.0
160,776113305656188928,Sampson,pupper,11.0,10.0,11.0
161,775898661951791106,None,pupper,12.0,10.0,12.0
162,773985732834758656,Winnie,pupper,11.0,10.0,11.0
163,773547596996571136,Chelsea,pupper,11.0,10.0,11.0
164,772193107915964416,Willem,pupper,12.0,10.0,12.0
165,771004394259247104,None,pupper,12.0,10.0,12.0
166,770093767776997377,just,pupper,12.0,10.0,12.0
167,768909767477751808,None,pupper,10.0,10.0,10.0
168,765371061932261376,Louie,pupper,11.0,10.0,11.0
169,763167063695355904,Eve,pupper,8.0,10.0,8.0
170,759943073749200896,None,pupper,12.0,10.0,12.0
171,759793422261743616,Maggie,pupper,12.0,10.0,12.0
172,757597904299253760,None,pupper,11.0,10.0,11.0
173,756939218950160384,Jax,pupper,12.0,10.0,12.0
174,755955933503782912,None,pupper,12.0,10.0,12.0
175,751950017322246144,Lola,pupper,13.0,10.0,13.0
176,751583847268179968,None,pupper,5.0,10.0,5.0
177,751456908746354688,None,pupper,12.0,10.0,12.0
178,750868782890057730,Milo,pupper,11.0,10.0,11.0
179,750506206503038976,Malcolm,pupper,8.0,10.0,8.0
180,750383411068534784,Zoe,pupper,9.0,10.0,9.0
181,750071704093859840,None,pupper,10.0,10.0,10.0
182,749417653287129088,Finn,pupper,11.0,10.0,11.0
183,748337862848962560,None,pupper,13.0,10.0,13.0
184,747963614829678593,None,pupper,10.0,10.0,10.0
185,747242308580548608,None,pupper,13.0,10.0,13.0
186,744223424764059648,actually,pupper,12.0,10.0,12.0
187,743222593470234624,None,pupper,12.0,10.0,12.0
188,742465774154047488,None,pupper,14.0,10.0,14.0
189,742150209887731712,Edmund,pupper,8.0,10.0,8.0
190,741743634094141440,Aqua,pupper,11.0,10.0,11.0
191,741067306818797568,just,pupper,12.0,10.0,12.0
192,740676976021798912,Baloo,pupper,11.0,10.0,11.0
193,739606147276148736,Benji,pupper,9.0,10.0,9.0
194,736392552031657984,mad,pupper,13.0,10.0,13.0
195,736365877722001409,Rory,pupper,11.0,10.0,11.0
196,735648611367784448,None,pupper,12.0,10.0,12.0
197,735137028879360001,Buckley,pupper,9.0,10.0,9.0
198,733109485275860992,None,pupper,12.0,10.0,12.0
199,730573383004487680,Rooney,pupper,10.0,10.0,10.0
200,728035342121635841,all,pupper,12.0,10.0,12.0
201,728015554473250816,Rueben,pupper,11.0,10.0,11.0
202,727524757080539137,None,pupper,10.0,10.0,10.0
203,727314416056803329,None,pupper,11.0,10.0,11.0
204,725786712245440512,Lillie,pupper,11.0,10.0,11.0
205,724405726123311104,Ashleigh,pupper,10.0,10.0,10.0
206,724004602748780546,Luther,pupper,11.0,10.0,11.0
207,721001180231503872,Oliver,pupper,11.0,10.0,11.0
208,720340705894408192,Derek,pupper,10.0,10.0,10.0
209,719704490224398336,Clyde,pupper,12.0,10.0,12.0
210,717790033953034240,None,pupper,10.0,10.0,10.0
211,717009362452090881,Smokey,pupper,10.0,10.0,10.0
212,716447146686459905,Ozzy,pupper,13.0,10.0,13.0
213,712309440758808576,None,pupper,12.0,10.0,12.0
214,711968124745228288,Winston,pupper,10.0,10.0,10.0
215,711008018775851008,Chuckles,pupper,11.0,10.0,11.0
216,710117014656950272,None,pupper,11.0,10.0,11.0
217,708845821941387268,None,pupper,9.0,10.0,9.0
218,707411934438625280,None,pupper,11.0,10.0,11.0
219,707315916783140866,Finnegus,pupper,10.0,10.0,10.0
220,706310011488698368,None,pupper,12.0,10.0,12.0
221,705975130514706432,Adele,pupper,10.0,10.0,10.0
222,705786532653883392,None,pupper,11.0,10.0,11.0
223,705428427625635840,Ambrose,pupper,11.0,10.0,11.0
224,704859558691414016,None,pupper,10.0,10.0,10.0
225,704761120771465216,None,pupper,13.0,10.0,13.0
226,704347321748819968,Ralphson,pupper,10.0,10.0,10.0
227,704134088924532736,None,pupper,12.0,10.0,12.0
228,703611486317502464,Scooter,pupper,10.0,10.0,10.0
229,703407252292673536,None,pupper,10.0,10.0,10.0
230,703268521220972544,None,pupper,12.0,10.0,12.0
231,702598099714314240,Sansa,pupper,11.0,10.0,11.0
232,701805642395348998,None,pupper,11.0,10.0,11.0
233,701545186879471618,Millie,pupper,10.0,10.0,10.0
234,700864154249383937,None,pupper,12.0,10.0,12.0
235,700151421916807169,None,pupper,11.0,10.0,11.0
236,700143752053182464,None,pupper,10.0,10.0,10.0
237,699801817392291840,Cooper,pupper,11.0,10.0,11.0
238,699434518667751424,None,pupper,12.0,10.0,12.0
239,699036661657767936,None,pupper,13.0,10.0,13.0
240,697616773278015490,None,pupper,11.0,10.0,11.0
241,697596423848730625,None,pupper,11.0,10.0,11.0
242,696877980375769088,Misty,pupper,9.0,10.0,9.0
243,696713835009417216,Trevith,pupper,9.0,10.0,9.0
244,696100768806522880,None,pupper,10.0,10.0,10.0
245,695095422348574720,just,pupper,12.0,10.0,12.0
246,695074328191332352,Lorenzo,pupper,11.0,10.0,11.0
247,694356675654983680,None,pupper,10.0,10.0,10.0
248,694329668942569472,Grady,pupper,9.0,10.0,9.0
249,693629975228977152,None,pupper,12.0,10.0,12.0
250,693590843962331137,Phil,pupper,3.0,10.0,3.0
251,693262851218264065,None,pupper,11.0,10.0,11.0
252,693095443459342336,Milo,pupper,10.0,10.0,10.0
253,692905862751522816,Wally,pupper,10.0,10.0,10.0
254,692828166163931137,None,pupper,12.0,10.0,12.0
255,692752401762250755,None,pupper,13.0,10.0,13.0
256,692417313023332352,Herschel,pupper,7.0,10.0,7.0
257,690015576308211712,None,pupper,12.0,10.0,12.0
258,689905486972461056,Gizmo,pupper,11.0,10.0,11.0
259,689623661272240129,Lucy,pupper,10.0,10.0,10.0
260,689143371370250240,Trip,pupper,10.0,10.0,10.0
261,688916208532455424,None,pupper,11.0,10.0,11.0
262,688894073864884227,Hamrick,pupper,7.0,10.0,7.0
263,688519176466644993,None,pupper,12.0,10.0,12.0
264,688179443353796608,Lizzie,pupper,10.0,10.0,10.0
265,687818504314159109,None,pupper,12.0,10.0,12.0
266,687704180304273409,Blakely,pupper,9.0,10.0,9.0
267,687476254459715584,Curtis,pupper,11.0,10.0,11.0
268,687312378585812992,None,pupper,7.0,10.0,7.0
269,687096057537363968,None,pupper,11.0,10.0,11.0
270,686760001961103360,None,pupper,12.0,10.0,12.0
271,686683045143953408,Mona,pupper,11.0,10.0,11.0
272,686618349602762752,Olivia,pupper,11.0,10.0,11.0
273,686377065986265092,Birf,pupper,10.0,10.0,10.0
274,686007916130873345,None,pupper,11.0,10.0,11.0
275,685943807276412928,None,pupper,8.0,10.0,8.0
276,685667379192414208,Marty,pupper,9.0,10.0,9.0
277,685641971164143616,Otis,pupper,7.0,10.0,7.0
278,685547936038666240,None,pupper,14.0,10.0,14.0
279,685268753634967552,Hubertson,pupper,10.0,10.0,10.0
280,685169283572338688,Gerbald,pupper,11.0,10.0,11.0
281,684880619965411328,None,pupper,5.0,10.0,5.0
282,684830982659280897,None,pupper,13.0,10.0,13.0
283,684588130326986752,None,pupper,12.0,10.0,12.0
284,684147889187209216,Sweets,pupper,12.0,10.0,12.0
285,683834909291606017,None,pupper,9.0,10.0,9.0
286,683828599284170753,None,pupper,12.0,10.0,12.0
287,683481228088049664,Banjo,pupper,11.0,10.0,11.0
288,683462770029932544,None,pupper,8.0,10.0,8.0
289,683142553609318400,Brandy,pupper,9.0,10.0,9.0
290,683111407806746624,Larry,pupper,10.0,10.0,10.0
291,683078886620553216,None,pupper,9.0,10.0,9.0
292,682788441537560576,None,pupper,12.0,10.0,12.0
293,682406705142087680,Patrick,pupper,7.0,10.0,7.0
294,681891461017812993,Charlie,pupper,10.0,10.0,10.0
295,681694085539872773,Bo,pupper,11.0,10.0,11.0
296,681679526984871937,None,pupper,7.0,10.0,7.0
297,681654059175129088,Toffee,pupper,12.0,10.0,12.0
298,681231109724700672,None,pupper,11.0,10.0,11.0
299,680836378243002368,Ellie,pupper,12.0,10.0,12.0
300,680473011644985345,Hector,pupper,10.0,10.0,10.0
301,680191257256136705,None,pupper,11.0,10.0,11.0
302,680176173301628928,None,pupper,10.0,10.0,10.0
303,680145970311643136,Kawhi,pupper,10.0,10.0,10.0
304,680100725817409536,None,pupper,11.0,10.0,11.0
305,679828447187857408,None,pupper,13.0,10.0,13.0
306,679777920601223168,Rinna,pupper,10.0,10.0,10.0
307,679527802031484928,None,pupper,11.0,10.0,11.0
308,679503373272485890,Dwight,pupper,8.0,10.0,8.0
309,678800283649069056,None,pupper,12.0,10.0,12.0
310,678708137298427904,None,pupper,10.0,10.0,10.0
311,678389028614488064,Bella,pupper,11.0,10.0,11.0
312,678341075375947776,None,pupper,12.0,10.0,12.0
313,678278586130948096,None,pupper,10.0,10.0,10.0
314,677557565589463040,None,pupper,10.0,10.0,10.0
315,677269281705472000,None,pupper,10.0,10.0,10.0
316,676936541936185344,None,pupper,8.0,10.0,8.0
317,676916996760600576,None,pupper,10.0,10.0,10.0
318,676819651066732545,None,pupper,12.0,10.0,12.0
319,676617503762681856,None,pupper,13.0,10.0,13.0
320,676603393314578432,Godzilla,pupper,9.0,10.0,9.0
321,676593408224403456,None,pupper,11.0,10.0,11.0
322,676575501977128964,None,pupper,8.0,10.0,8.0
323,676470639084101634,None,pupper,11.0,10.0,11.0
324,676263575653122048,None,pupper,10.0,10.0,10.0
325,675898130735476737,None,pupper,10.0,10.0,10.0
326,675845657354215424,Pepper,pupper,10.0,10.0,10.0
327,675740360753160193,None,pupper,12.0,10.0,12.0
328,675334060156301312,None,pupper,12.0,10.0,12.0
329,675113801096802304,Zuzu,pupper,10.0,10.0,10.0
330,675006312288268288,Mollie,pupper,10.0,10.0,10.0
331,674774481756377088,Superpup,pupper,11.0,10.0,11.0
332,674737130913071104,Rufio,pupper,10.0,10.0,10.0
333,674638615994089473,None,pupper,12.0,10.0,12.0
334,674447403907457024,None,pupper,10.0,10.0,10.0
335,674318007229923329,Lennon,pupper,8.0,10.0,8.0
336,674262580978937856,Gus,pupper,9.0,10.0,9.0
337,674038233588723717,Kaiya,pupper,12.0,10.0,12.0
338,673956914389192708,one,pupper,10.0,10.0,10.0
339,673919437611909120,Obie,pupper,11.0,10.0,11.0
340,673707060090052608,Raymond,pupper,10.0,10.0,10.0
341,673697980713705472,Pickles,pupper,8.0,10.0,8.0
342,673656262056419329,Albert,pupper,10.0,10.0,10.0
343,673612854080196609,Jeffri,pupper,7.0,10.0,7.0
344,673363615379013632,None,pupper,11.0,10.0,11.0
345,673342308415348736,Django,pupper,10.0,10.0,10.0
346,673295268553605120,Eve,pupper,8.0,10.0,8.0
347,673148804208660480,Fletcher,pupper,8.0,10.0,8.0
348,672988786805112832,Schnozz,pupper,10.0,10.0,10.0
349,672975131468300288,Chuckles,pupper,10.0,10.0,10.0
350,672970152493887488,Chet,pupper,7.0,10.0,7.0
351,672898206762672129,Cheryl,pupper,11.0,10.0,11.0
352,672622327801233409,None,pupper,12.0,10.0,12.0
353,672614745925664768,Norman,pupper,6.0,10.0,6.0
354,672594978741354496,Scott,pupper,9.0,10.0,9.0
355,672481316919734272,Jazz,pupper,12.0,10.0,12.0
356,672254177670729728,Rolf,pupper,11.0,10.0,11.0
357,672205392827572224,Opal,pupper,9.0,10.0,9.0
358,672160042234327040,Bubba,pupper,8.0,10.0,8.0
359,889665388333682689,None,puppo,13.0,10.0,13.0
360,889531135344209921,Stuart,puppo,13.0,10.0,13.0
361,878776093423087618,Snoopy,puppo,13.0,10.0,13.0
362,874012996292530176,Sebastian,puppo,13.0,10.0,13.0
363,867421006826221569,Shikha,puppo,12.0,10.0,12.0
364,859607811541651456,None,puppo,13.0,10.0,13.0
365,855851453814013952,None,puppo,13.0,10.0,13.0
366,825535076884762624,None,puppo,14.0,10.0,14.0
367,825120256414846976,Pablo,puppo,12.0,10.0,12.0
368,825026590719483904,Pablo,puppo,12.0,10.0,12.0
369,822872901745569793,None,puppo,13.0,10.0,13.0
370,820013781606658049,Oliver,puppo,13.0,10.0,13.0
371,819952236453363712,Oliver,puppo,13.0,10.0,13.0
372,816829038950027264,Betty,puppo,12.0,10.0,12.0
373,805823200554876929,Reginald,puppo,12.0,10.0,12.0
374,803773340896923648,Diogi,puppo,12.0,10.0,12.0
375,802239329049477120,Loki,puppo,12.0,10.0,12.0
376,796563435802726400,None,puppo,13.0,10.0,13.0
377,793195938047070209,Lily,puppo,12.0,10.0,12.0
378,790946055508652032,Betty,puppo,12.0,10.0,12.0
379,787717603741622272,Tonks,puppo,13.0,10.0,13.0
380,784183165795655680,Reginald,puppo,12.0,10.0,12.0
381,780931614150983680,None,puppo,13.0,10.0,13.0
382,756275833623502848,None,puppo,10.0,10.0,10.0
383,752519690950500352,None,puppo,11.0,10.0,11.0
384,751132876104687617,Cooper,puppo,10.0,10.0,10.0
385,744995568523612160,Abby,puppo,9.0,10.0,9.0
386,743253157753532416,Kilo,puppo,10.0,10.0,10.0
387,738537504001953792,Bayley,puppo,11.0,10.0,11.0
